50 0.227273 0.66962
100 0.227273 0.666165
150 0.318182 0.660066
200 0.318182 0.649472
250 0.363636 0.632822
300 0.454545 0.608072
350 0.5 0.574289
400 0.545455 0.533743
450 0.909091 0.493233
500 0.863636 0.459539
550 0.863636 0.434693
600 0.863636 0.41748
650 0.863636 0.405565
700 0.863636 0.396973
750 0.863636 0.390524
800 0.909091 0.385235
850 0.909091 0.380679
900 0.909091 0.376651
950 0.909091 0.372828
1000 0.909091 0.369161
1050 0.909091 0.365601
1100 0.909091 0.362036
1150 0.909091 0.358416
1200 0.909091 0.354783
1250 0.909091 0.351081
1300 0.909091 0.347391
1350 0.909091 0.343533
1400 0.909091 0.339648
1450 0.909091 0.335644
1500 0.909091 0.331485
1550 0.909091 0.32717
1600 0.909091 0.322684
1650 0.909091 0.318193
1700 0.909091 0.313326
1750 0.909091 0.308346
1800 0.909091 0.303215
1850 0.909091 0.297667
1900 0.909091 0.29205
1950 0.909091 0.286207
2000 0.909091 0.279946
2050 0.909091 0.273545
2100 0.909091 0.266914
2150 0.909091 0.259995
2200 0.909091 0.252925
2250 0.909091 0.245684
2300 0.909091 0.238356
2350 0.909091 0.23091
2400 0.909091 0.223615
2450 0.909091 0.216236
2500 0.909091 0.209058
2550 0.909091 0.202402
2600 0.909091 0.195772
2650 0.909091 0.189623
2700 0.909091 0.183702
2750 0.909091 0.178206
2800 0.909091 0.173062
2850 0.909091 0.168262
2900 0.909091 0.163867
2950 0.909091 0.159765
3000 0.909091 0.156026
3050 0.909091 0.152471
3100 0.909091 0.149164
3150 0.909091 0.146183
3200 0.909091 0.143309
3250 0.909091 0.140725
3300 0.909091 0.138313
3350 0.909091 0.136061
3400 0.909091 0.133958
3450 0.909091 0.13198
3500 0.909091 0.130128
3550 0.909091 0.128412
3600 0.909091 0.126788
3650 0.909091 0.125262
3700 0.909091 0.123827
3750 0.909091 0.122474
3800 0.909091 0.121186
3850 0.909091 0.119967
3900 0.909091 0.118837
3950 0.909091 0.117766
4000 0.909091 0.116747
4050 0.909091 0.115743
4100 0.909091 0.114785
4150 0.909091 0.113904
4200 0.909091 0.11308
4250 0.909091 0.112378
4300 0.909091 0.11156
4350 0.909091 0.11087
4400 0.909091 0.110132
4450 0.909091 0.109488
4500 0.909091 0.108792
4550 0.909091 0.108178
4600 0.909091 0.107627
4650 0.909091 0.107016
4700 0.909091 0.10654
4750 0.909091 0.106092
4800 0.909091 0.105696
4850 0.909091 0.10516
4900 0.909091 0.104742
4950 0.909091 0.104414
5000 0.909091 0.10391
5050 0.909091 0.103537
5100 0.909091 0.103125
5150 0.909091 0.102773
5200 0.909091 0.102416
5250 0.909091 0.102248
5300 0.909091 0.10184
5350 0.909091 0.101673
5400 0.909091 0.101245
5450 0.909091 0.100793
5500 0.909091 0.100763
5550 0.909091 0.100668
5600 0.909091 0.100278
5650 0.909091 0.100103
5700 0.909091 0.0997904
5750 0.909091 0.0995826
5800 0.909091 0.0995875
