50 0.227273 0.678161
100 0.227273 0.681437
150 0.227273 0.681221
200 0.227273 0.680317
250 0.227273 0.679334
300 0.227273 0.678052
350 0.227273 0.676397
400 0.227273 0.674132
450 0.227273 0.671145
500 0.272727 0.666857
550 0.318182 0.660692
600 0.363636 0.652061
650 0.363636 0.639426
700 0.363636 0.621183
750 0.454545 0.595801
800 0.5 0.562753
850 0.863636 0.524992
900 0.863636 0.487841
950 0.818182 0.456338
1000 0.818182 0.432408
1050 0.863636 0.415118
1100 0.863636 0.402474
1150 0.863636 0.393047
1200 0.863636 0.385653
1250 0.863636 0.379466
1300 0.909091 0.374269
1350 0.909091 0.369563
1400 0.909091 0.3652
1450 0.909091 0.36095
1500 0.909091 0.356757
1550 0.909091 0.352716
1600 0.909091 0.348531
1650 0.909091 0.344237
1700 0.909091 0.339694
1750 0.909091 0.335148
1800 0.909091 0.330269
1850 0.909091 0.325117
1900 0.909091 0.319811
1950 0.909091 0.314193
2000 0.909091 0.308176
2050 0.909091 0.302088
2100 0.909091 0.295434
2150 0.909091 0.288628
2200 0.909091 0.281593
2250 0.909091 0.274174
2300 0.909091 0.266623
2350 0.909091 0.258929
2400 0.909091 0.251205
2450 0.909091 0.243104
2500 0.909091 0.235297
2550 0.909091 0.227641
2600 0.909091 0.219967
2650 0.909091 0.212471
2700 0.909091 0.205441
2750 0.909091 0.198557
2800 0.909091 0.192147
2850 0.909091 0.186103
2900 0.909091 0.18045
2950 0.909091 0.174955
3000 0.909091 0.170153
3050 0.909091 0.165626
3100 0.909091 0.161418
3150 0.909091 0.157429
3200 0.909091 0.15384
3250 0.909091 0.150474
3300 0.909091 0.147384
3350 0.909091 0.144498
3400 0.909091 0.141856
3450 0.909091 0.139386
3500 0.909091 0.137029
3550 0.909091 0.134905
3600 0.909091 0.132887
3650 0.909091 0.130995
3700 0.909091 0.129234
3750 0.909091 0.127592
3800 0.909091 0.126029
3850 0.909091 0.124574
3900 0.909091 0.123202
3950 0.909091 0.121909
4000 0.909091 0.120683
4050 0.909091 0.119531
4100 0.909091 0.118433
4150 0.909091 0.117385
4200 0.909091 0.116414
4250 0.909091 0.115509
4300 0.909091 0.114614
4350 0.909091 0.113737
4400 0.909091 0.112953
4450 0.909091 0.112194
4500 0.909091 0.111495
4550 0.909091 0.11083
4600 0.909091 0.110157
4650 0.909091 0.109528
4700 0.909091 0.108924
4750 0.909091 0.10839
4800 0.909091 0.107851
4850 0.909091 0.107297
4900 0.909091 0.106874
4950 0.909091 0.106369
5000 0.909091 0.105902
5050 0.909091 0.105562
5100 0.909091 0.105157
5150 0.909091 0.104774
5200 0.909091 0.104412
5250 0.909091 0.104058
5300 0.909091 0.103688
5350 0.909091 0.103335
5400 0.909091 0.103006
5450 0.909091 0.102727
5500 0.909091 0.102446
5550 0.909091 0.102064
5600 0.909091 0.101842
5650 0.909091 0.101787
5700 0.909091 0.101466
5750 0.909091 0.101333
5800 0.909091 0.100976
5850 0.909091 0.100935
5900 0.909091 0.100733
5950 0.909091 0.100548
6000 0.909091 0.100353
6050 0.909091 0.100088
6100 0.909091 0.0999055
6150 0.909091 0.0997397
6200 0.909091 0.0996097
6250 0.909091 0.0996586
