Wall time,Step,Value
1529242203.295083,1,2.347552537918091
1529242204.82501,101,1.2718900442123413
1529242206.0507154,201,0.4504319429397583
1529242207.2730527,301,0.5867164134979248
1529242208.507168,401,0.2502865195274353
1529242209.7589135,501,0.4029884934425354
1529242211.025943,601,0.24627217650413513
1529242212.2705853,701,0.056508585810661316
1529242213.5400376,801,0.41580092906951904
1529242214.7914393,901,0.3918546140193939
1529242222.926477,1001,0.14688657224178314
1529242224.480972,1101,0.3436320126056671
1529242225.723935,1201,0.15296661853790283
1529242226.9476476,1301,0.023085027933120728
1529242228.1514297,1401,0.1945960372686386
1529242229.3700547,1501,0.15493175387382507
1529242230.6058714,1601,0.316850483417511
1529242231.8310275,1701,0.37990373373031616
1529242233.0419526,1801,0.07168203592300415
1529242234.2698808,1901,0.009659629315137863
1529242242.1853046,2001,0.06228522211313248
1529242243.757948,2101,0.08632015436887741
1529242245.050925,2201,0.18199194967746735
1529242246.315906,2301,0.06182187423110008
1529242247.5428038,2401,0.04138316959142685
1529242248.7797213,2501,0.09427948296070099
1529242249.9564726,2601,0.05909348279237747
1529242251.1841393,2701,0.01894008181989193
1529242252.4419773,2801,0.12131864577531815
1529242253.6666818,2901,0.1535952091217041
1529242261.6819317,3001,0.04615555703639984
1529242263.2129695,3101,0.06382504850625992
1529242264.4518948,3201,0.2026696801185608
1529242265.6789784,3301,0.025518357753753662
1529242266.8989987,3401,0.014060856774449348
1529242268.1445954,3501,0.023980962112545967
1529242269.3653884,3601,0.012043866328895092
1529242270.6043375,3701,0.06914905458688736
1529242271.8556244,3801,0.0794929563999176
1529242273.0678618,3901,0.175151064991951
1529242280.994804,4001,0.046702880412340164
1529242282.4776816,4101,0.02306240238249302
1529242283.6826332,4201,0.019060742110013962
1529242284.9135544,4301,0.08808855712413788
1529242286.1323614,4401,0.009358605369925499
1529242287.3697546,4501,0.06015973910689354
1529242288.607888,4601,0.008754072710871696
1529242289.836183,4701,0.008165628649294376
1529242291.1038604,4801,0.1631038784980774
1529242292.339331,4901,0.04502354934811592
1529242300.1677012,5001,0.09577453881502151
1529242301.696474,5101,0.007427143398672342
1529242302.9166067,5201,0.008834430016577244
1529242304.133305,5301,0.0031987158581614494
1529242305.374143,5401,0.03473172336816788
1529242306.6118312,5501,0.10076839476823807
1529242307.8643892,5601,0.006250433158129454
1529242309.1058857,5701,0.004885995760560036
1529242310.3409708,5801,0.02269904688000679
1529242311.568158,5901,0.008790680207312107
1529242319.3696902,6001,0.009836860001087189
1529242320.8924668,6101,0.009401608258485794
1529242322.1149614,6201,0.03517762944102287
1529242323.361505,6301,0.04152873158454895
1529242324.5990858,6401,0.018321283161640167
1529242325.8343503,6501,0.0484764501452446
1529242327.074388,6601,0.022246791049838066
1529242328.298877,6701,0.005631846841424704
1529242329.5409262,6801,0.08220993727445602
1529242330.7641497,6901,0.005015258211642504
1529242338.6320448,7001,0.012842540629208088
1529242340.1511195,7101,0.011353964917361736
1529242341.386425,7201,0.02531689777970314
1529242342.6188486,7301,0.2238381952047348
1529242343.8418765,7401,0.0035400523338466883
1529242345.0604377,7501,0.008115160278975964
1529242346.2952964,7601,0.041408658027648926
1529242347.4747665,7701,0.07389210164546967
1529242348.6776779,7801,0.0115826316177845
1529242349.8712268,7901,0.003688192693516612
1529242357.6846454,8001,0.01806008256971836
1529242359.2521396,8101,0.053922541439533234
1529242360.4695752,8201,0.003852586727589369
1529242361.6727939,8301,0.016892187297344208
1529242362.8991356,8401,0.05276450514793396
1529242364.137527,8501,0.007749510928988457
1529242365.3724432,8601,0.03578747436404228
1529242366.5948093,8701,0.0007389002712443471
1529242367.8382704,8801,0.009238128550350666
1529242369.062817,8901,0.014502807520329952
1529242376.9346254,9001,0.03905759006738663
1529242378.475221,9101,0.016176607459783554
1529242379.719013,9201,0.013208875432610512
1529242380.9468935,9301,0.0016007652739062905
1529242382.1903281,9401,0.08606500923633575
1529242383.4320924,9501,0.02783450298011303
1529242384.658556,9601,0.018499482423067093
1529242385.8939595,9701,0.04773746430873871
1529242387.1288524,9801,0.010265389457345009
1529242388.3883898,9901,0.5471835136413574
1529242396.2397707,10001,0.008048883639276028
1529242397.7547398,10101,0.0016083249356597662
1529242398.986137,10201,0.001039576716721058
1529242400.2344239,10301,0.0014530058251693845
1529242401.4773371,10401,0.015637049451470375
1529242402.7012925,10501,0.015779001638293266
1529242403.9351473,10601,0.003978327848017216
1529242405.1948557,10701,0.02023443952202797
1529242406.4472644,10801,0.12848012149333954
1529242407.6733,10901,0.025802042335271835
1529242415.5657089,11001,0.0037612877786159515
1529242417.1326249,11101,0.00026993738720193505
1529242418.359558,11201,0.23603087663650513
1529242419.580175,11301,0.011061505414545536
1529242420.8070204,11401,0.02159125730395317
1529242422.0436823,11501,0.0006987836677581072
1529242423.2801726,11601,0.008606808260083199
1529242424.5323124,11701,0.01847032830119133
1529242425.767119,11801,0.00511828251183033
1529242426.9984457,11901,0.0016211869660764933
1529242434.9576354,12001,0.00047034068848006427
1529242436.4783785,12101,0.070285364985466
1529242437.7266943,12201,0.027231983840465546
1529242438.9689448,12301,0.0021822620183229446
1529242440.1992984,12401,0.013358153402805328
1529242441.4364665,12501,0.0032317014411091805
1529242442.6774302,12601,0.009763302281498909
1529242443.9097626,12701,0.010962145403027534
1529242445.1426895,12801,0.0008238606387749314
1529242446.3639665,12901,0.004264418501406908
1529242454.172086,13001,0.19360575079917908
1529242455.6888707,13101,0.002881720196455717
1529242456.9328713,13201,0.004011185374110937
1529242458.1407123,13301,0.00525652663782239
1529242459.369524,13401,0.0008863409166224301
1529242460.6023633,13501,0.0056905741803348064
1529242461.8310747,13601,0.0014177727280184627
1529242463.0687091,13701,0.0017965284641832113
1529242464.2976885,13801,0.010231013409793377
1529242465.5232441,13901,0.003146668430417776
1529242473.4512663,14001,0.002502613700926304
1529242474.9762707,14101,0.004354933276772499
1529242476.2050498,14201,0.022844700142741203
1529242477.4372582,14301,0.0026949699968099594
1529242478.663096,14401,0.004935131408274174
1529242479.8835018,14501,0.03048100695014
1529242481.1253076,14601,0.01029008999466896
1529242482.3460138,14701,0.0001992481847992167
1529242483.56018,14801,0.04174870625138283
1529242484.876603,14901,0.016476139426231384
1529242492.7940166,15001,0.01377271581441164
1529242494.3368468,15101,0.0011268369853496552
1529242495.5770442,15201,0.15163366496562958
1529242496.8175297,15301,8.712105045560747e-05
1529242498.0123365,15401,0.04964807257056236
1529242499.2507954,15501,0.012869112193584442
1529242500.4954143,15601,0.000534418155439198
1529242501.7264688,15701,0.0013831364922225475
1529242502.957062,15801,0.00426868163049221
1529242504.197074,15901,0.20576617121696472
1529242512.0390627,16001,0.0003031608648598194
1529242513.5846403,16101,0.0009504536865279078
1529242514.824665,16201,0.003921596333384514
1529242516.0444565,16301,0.0003354950458742678
1529242517.2653344,16401,0.004546037409454584
1529242518.5199823,16501,0.05848673731088638
1529242519.7577622,16601,0.001207549124956131
1529242520.996162,16701,0.005428530275821686
1529242522.2344434,16801,0.00046814518282189965
1529242523.4698725,16901,0.002777151530608535
1529242531.3646076,17001,0.011104275472462177
1529242532.911043,17101,0.004226765129715204
1529242534.1414998,17201,0.03493235260248184
1529242535.3695343,17301,0.0009980543982237577
1529242536.605935,17401,0.02446802332997322
1529242537.8505573,17501,0.13371959328651428
1529242539.0655549,17601,0.050291795283555984
1529242540.2715242,17701,0.0006142536294646561
1529242541.5024703,17801,0.0008316476596519351
1529242542.7262294,17901,0.34520089626312256
1529242550.585595,18001,0.0007865450461395085
1529242552.0826142,18101,0.03940589725971222
1529242553.3203676,18201,0.0678020492196083
1529242554.5559537,18301,0.0005364713142625988
1529242555.8034573,18401,0.03527427092194557
1529242557.0282836,18501,0.030734233558177948
1529242558.253807,18601,0.0008304023649543524
1529242559.4822872,18701,0.03494042530655861
1529242560.6922839,18801,0.002647128188982606
1529242561.933939,18901,0.06520330160856247
1529242569.8617907,19001,0.015122962184250355
1529242571.3831046,19101,0.0007906229584477842
1529242572.6314335,19201,0.01808036118745804
1529242573.8617566,19301,0.001266945037059486
1529242575.09474,19401,0.06149736046791077
1529242576.3080695,19501,0.0021561733447015285
1529242577.5598502,19601,0.0025449602399021387
1529242578.7675622,19701,0.037745773792266846
1529242580.0013032,19801,0.009398937225341797
1529242581.2333198,19901,0.04969140142202377
