Wall time,Step,Value
1529250240.2493603,1,4.799982070922852
1529250247.6849804,101,3.867427110671997
1529250254.8709886,201,4.045957565307617
1529250262.035122,301,2.8845977783203125
1529250269.185459,401,4.390324592590332
1529250276.3410082,501,1.7613190412521362
1529250283.4917734,601,3.5843722820281982
1529250290.6806123,701,1.1887264251708984
1529250297.904484,801,2.234985828399658
1529250305.0647318,901,3.3809823989868164
1529250318.5718434,1001,4.758996486663818
1529250326.0499444,1101,1.866614818572998
1529250333.2209198,1201,3.631800651550293
1529250340.4311771,1301,1.955841302871704
1529250347.615752,1401,2.04752516746521
1529250354.9663055,1501,2.676804780960083
1529250362.2387805,1601,2.404376983642578
1529250369.3806858,1701,2.584550380706787
1529250376.5628188,1801,1.2758493423461914
1529250383.746547,1901,2.543336868286133
1529250396.9896355,2001,1.3531168699264526
1529250404.4787087,2101,2.0296316146850586
1529250411.6358502,2201,3.028775930404663
1529250418.8216803,2301,2.1560702323913574
1529250426.0278444,2401,2.309335231781006
1529250433.2038538,2501,1.695299506187439
1529250440.4036589,2601,1.4938453435897827
1529250447.5978386,2701,1.8645108938217163
1529250454.772757,2801,1.2556445598602295
1529250461.9790993,2901,2.8094329833984375
1529250475.15747,3001,2.173583507537842
1529250482.6345584,3101,2.310260772705078
1529250489.8364136,3201,1.3672466278076172
1529250497.0142813,3301,1.8190968036651611
1529250504.2120454,3401,1.7687232494354248
1529250511.4048676,3501,1.5548465251922607
1529250518.6282,3601,1.9414234161376953
1529250525.8404438,3701,1.4460731744766235
1529250533.066396,3801,1.890958309173584
1529250540.275816,3901,0.8445950746536255
1529250553.5017345,4001,0.5691545605659485
1529250561.0032656,4101,1.1937223672866821
1529250568.1834505,4201,0.6987661123275757
1529250575.376248,4301,1.5483934879302979
1529250582.5782526,4401,0.4018031358718872
1529250589.7825594,4501,1.4006617069244385
1529250596.9713342,4601,0.844835638999939
1529250604.1964195,4701,1.3890314102172852
1529250611.4181163,4801,1.618963599205017
1529250618.6129665,4901,0.6436419486999512
1529250631.7588096,5001,1.0087991952896118
1529250639.2547715,5101,1.1354455947875977
1529250646.4503496,5201,0.48122039437294006
1529250653.6442945,5301,1.3764287233352661
1529250660.8389199,5401,1.1959519386291504
1529250668.0219955,5501,0.8317602276802063
1529250675.212037,5601,0.43977081775665283
1529250682.3891513,5701,0.5588745474815369
1529250689.584836,5801,1.2147998809814453
1529250696.7837133,5901,0.22546009719371796
1529250710.001527,6001,0.13795432448387146
1529250717.5129743,6101,0.449383020401001
1529250724.6948547,6201,0.3288736343383789
1529250731.894406,6301,1.1301441192626953
1529250739.1088386,6401,0.8125903606414795
1529250746.29015,6501,0.5268166065216064
1529250753.5034347,6601,0.9609518051147461
1529250760.688966,6701,0.6345844268798828
1529250767.882316,6801,0.2814488708972931
1529250775.098719,6901,0.5717583298683167
1529250788.2881227,7001,1.3076270818710327
1529250795.802425,7101,0.3735482394695282
1529250802.9895585,7201,0.6534658670425415
1529250810.1838515,7301,0.49066388607025146
1529250817.3550446,7401,0.2274862378835678
1529250824.5416796,7501,0.26768070459365845
